"user_id","order_id","trade_amt","symbol_id","country","language","device_create_date","imei_level_1_user_source","imei_level_2_user_source","imei_level_3_user_source","lifecycle_tag","dt","target","new_future"
"bg9473117514","bg1173015074927439881","237.52148","WIFUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-11","0","1"
"bg9473117514","bg1173032631910690824","218.39735","WIFUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-11","0","1"
"bg9473117514","bg1173020830011650066","220.1932","WIFUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-11","0","1"
"bg9473117514","bg1173056029881692161","292.84143","XRPUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-11","0","1"
"bg9473117514","bg1173020756946874368","27.3364","WIFUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-11","0","1"
"bg9473117514","bg1173020756946874368","106.3416","WIFUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-11","0","1"
"bg9473117514","bg1173113082822160386","291.81887","XRPUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-11","0","1"
"bg9473117514","bg1173020756946874368","103.9384","WIFUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-11","0","1"
"bg2561943420","bg1173556339809095686","183.6309","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-12","1","1"
"bg6579722312","bg1173206625376960512","80.06064","WIFUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-11","0","1"
"bg6579722312","bg1172911364473782276","75.87411","WIFUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-11","0","1"
"bg1506988797","bg1172907838838317059","76.53191","WIFUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-11","0","1"
"bg1506988797","bg1173206635543961600","80.68368","WIFUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-11","0","1"
"bg4942009673","bg1172903298336452650","121.6132","BTCUSDT_UMCBL","孟加拉国","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-11","0","1"
"bg4942009673","bg1172903298336452650","243.2268","BTCUSDT_UMCBL","孟加拉国","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-11","0","1"
"bg4942009673","bg1172879644273831936","483.9432","BTCUSDT_UMCBL","孟加拉国","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-11","0","1"
"bg4942009673","bg1172903298336452650","121.612","BTCUSDT_UMCBL","孟加拉国","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173148559822458889","665.6782","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173152662812266496","667.5372","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173154597099442176","485.6744","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173147805560770584","60.5059","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173176648719831048","791.6025","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173175935272914945","789.8488","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173153544039731201","485.9624","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173154160556281856","485.7696","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173147658323922945","60.5237","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173147880479428612","181.5852","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173153531192578048","668.1708","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173148809349992448","665.9312","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173148130006962179","181.6002","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg5791220782","bg1173154323207196674","485.776","BTCUSDT_UMCBL","乌克兰","ru","2024-03-21","运营活动","BitgetSwap","地址收集","1-导入","2024-05-11","0","1"
"bg9771000925","bg1173521737497821185","119.561","TONUSDT_UMCBL","印度","en","2024-01-19","运营活动","ARB ID","地址收集","1-导入","2024-05-12","1","1"
"bg5717218852","bg1173207245748051973","80.19171","WIFUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-11","0","1"
"bg5717218852","bg1172911062383206401","75.93836","WIFUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-11","0","1"
"bg5158875715","bg1173055005779468298","14.27972","LEVERUSDT_UMCBL","斯里兰卡","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-11","0","1"
"bg5158875715","bg1173055005779468298","64.18028","LEVERUSDT_UMCBL","斯里兰卡","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-11","0","1"
"bg5158875715","bg1173034260483448837","64.80969","PEOPLEUSDT_UMCBL","斯里兰卡","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-11","0","1"
"bg5158875715","bg1173034260483448837","26.60031","PEOPLEUSDT_UMCBL","斯里兰卡","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-11","0","1"
"bg5158875715","bg1173053259405500417","78.1","LEVERUSDT_UMCBL","斯里兰卡","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-11","0","1"
"bg5158875715","bg1173055550271430658","83.1949","SUPERUSDT_UMCBL","斯里兰卡","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-11","0","1"
"bg5158875715","bg1173052989497843715","40.74616","PEOPLEUSDT_UMCBL","斯里兰卡","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-11","0","1"
