node_index,split_feature_indx,split_feature,threshold,decision_type,left_child,right_child,leaf_value,thres_vis,condition,conditions,2024-05-11,2024-05-12,ratio
0,1,chain_pair,71,==,1,2,,['eth-trx'],"chain_pair in [""eth-trx""]",,6714168.419786919,4417793.3560088,1.0
1,9,create_hour,11.500000000000002,<=,3,4,,,create_hour <= 11.500000000000002,"chain_pair in [""eth-trx""]",1524284.95799,732451.930364,0.3448186840712483
2,1,chain_pair,51||57||108||143||145||146,==,5,6,,"['bnb-trx', 'btc-trx', 'matic-trx', 'trx-bnb', 'trx-eth', 'trx-matic']","chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""]","~(chain_pair in [""eth-trx""])",5189883.461796921,3685341.4256448,0.6551813159287523
3,10,dt,0,==,7,8,,['2024-05-11'],"dt in [""2024-05-11""]","chain_pair in [""eth-trx""] & create_hour <= 11.500000000000002",347843.52817299997,89880.922068,0.11233470097022656
4,9,create_hour,13.500000000000002,<=,9,10,,,create_hour <= 13.500000000000002,"chain_pair in [""eth-trx""] & ~(create_hour <= 11.500000000000002)",1176441.4298169997,642571.0082959998,0.2324839831010217
5,0,coin_pair,6374||6716,==,11,12,,"['usdt-eth', 'usdt-usdt']","coin_pair in [""usdt-eth"", ""usdt-usdt""]","~(chain_pair in [""eth-trx""]) & chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""]",757161.55509471,476459.88496394,0.12223685693091639
6,1,chain_pair,6||13||28||44||50||55||66||70||74||102||107||117,==,13,14,,"['arbitrum-eth', 'arbitrum-trx', 'base-eth', 'bnb-eth', 'bnb-sol', 'btc-eth', 'eth-eth', 'eth-sol', 'ftm-ftm', 'matic-eth', 'matic-sol', 'opbnb-bnb']","chain_pair in [""arbitrum-eth"", ""arbitrum-trx"", ""base-eth"", ""bnb-eth"", ""bnb-sol"", ""btc-eth"", ""eth-eth"", ""eth-sol"", ""ftm-ftm"", ""matic-eth"", ""matic-sol"", ""opbnb-bnb""]","~(chain_pair in [""eth-trx""]) & ~(chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""])",4432721.90670221,3208881.5406808597,0.5329444589978358
7.0,,,,,,,4392.9551945272315,,,"chain_pair in [""eth-trx""] & create_hour <= 11.500000000000002 & dt in [""2024-05-11""]",347843.52817299997,0.0,0.151475050247545
8.0,,,,,,,1331.6684141156857,,,"chain_pair in [""eth-trx""] & create_hour <= 11.500000000000002 & ~(dt in [""2024-05-11""])",0.0,89880.922068,-0.039140349277318444
9.0,,,,,,,9401.545765837793,,,"chain_pair in [""eth-trx""] & ~(create_hour <= 11.500000000000002) & create_hour <= 13.500000000000002",807180.179042,43915.140369,0.33237821238889237
10,9,create_hour,19.500000000000004,<=,21,22,,,create_hour <= 19.500000000000004,"chain_pair in [""eth-trx""] & ~(create_hour <= 11.500000000000002) & ~(create_hour <= 13.500000000000002)",369261.250775,598655.8679269999,-0.0998942292878706
11,8,lifecycle_tag,0,==,23,24,,['1-导入'],"lifecycle_tag in [""1-导入""]","~(chain_pair in [""eth-trx""]) & chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""] & coin_pair in [""usdt-eth"", ""usdt-usdt""]",546932.78190654,399686.10259294,0.06412135440599236
12,9,create_hour,13.500000000000002,<=,25,26,,,create_hour <= 13.500000000000002,"~(chain_pair in [""eth-trx""]) & chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""] & ~(coin_pair in [""usdt-eth"", ""usdt-usdt""])",210228.77318817,76773.78237100001,0.05811550252492408
13,7,imei_level_3_user_source,310||491,==,27,28,,"['blast', 'ftm']","imei_level_3_user_source in [""blast"", ""ftm""]","~(chain_pair in [""eth-trx""]) & ~(chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""]) & chain_pair in [""arbitrum-eth"", ""arbitrum-trx"", ""base-eth"", ""bnb-eth"", ""bnb-sol"", ""btc-eth"", ""eth-eth"", ""eth-sol"", ""ftm-ftm"", ""matic-eth"", ""matic-sol"", ""opbnb-bnb""]",1710585.08593039,636102.12363337,0.46790394968373467
