node_index,split_feature_indx,split_feature,threshold,decision_type,left_child,right_child,leaf_value,thres_vis,condition,conditions,2024-05-11,2024-05-12,ratio
0,1,symbol_id,1||5||11||13||32||35||38||46||48||52||64||67||70||72||78||79||87||90||92||93||102||103||106||127||134||137||138,==,1,2,,"['1000RATSUSDT_UMCBL', 'AAVEUSDT_UMCBL', 'ALGOUSDT_UMCBL', 'APEUSDT_UMCBL', 'BOMEUSDT_UMCBL', 'CFXUSDT_UMCBL', 'COREUSDT_UMCBL', 'EGLDUSDT_UMCBL', 'EOSUSDT_UMCBL', 'FETUSDT_UMCBL', 'GRTUSDT_UMCBL', 'IMXUSDT_UMCBL', 'JASMYUSDT_UMCBL', 'JUPUSDT_UMCBL', 'LINKUSDT_UMCBL', 'LPTUSDT_UMCBL', 'MATICUSDT_UMCBL', 'NEARUSDT_UMCBL', 'OCEANUSDT_UMCBL', 'ONDOUSDT_UMCBL', 'PORTALUSDT_UMCBL', 'PYTHUSDT_UMCBL', 'RNDRUSDT_UMCBL', 'TNSRUSDT_UMCBL', 'VETUSDT_UMCBL', 'WLDUSDT_UMCBL', 'WOOUSDT_UMCBL']","symbol_id in [""1000RATSUSDT_UMCBL"", ""AAVEUSDT_UMCBL"", ""ALGOUSDT_UMCBL"", ""APEUSDT_UMCBL"", ""BOMEUSDT_UMCBL"", ""CFXUSDT_UMCBL"", ""COREUSDT_UMCBL"", ""EGLDUSDT_UMCBL"", ""EOSUSDT_UMCBL"", ""FETUSDT_UMCBL"", ""GRTUSDT_UMCBL"", ""IMXUSDT_UMCBL"", ""JASMYUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""LINKUSDT_UMCBL"", ""LPTUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""OCEANUSDT_UMCBL"", ""ONDOUSDT_UMCBL"", ""PORTALUSDT_UMCBL"", ""PYTHUSDT_UMCBL"", ""RNDRUSDT_UMCBL"", ""TNSRUSDT_UMCBL"", ""VETUSDT_UMCBL"", ""WLDUSDT_UMCBL"", ""WOOUSDT_UMCBL""]",,355,291,1.0
1,5,imei_level_2_user_source,5||7||10||27||30,==,3,4,,"['Fair Launchpool - Season 5', 'GetDrop第1期- CATGPT', 'GetDrop第1期- MOEW', 'channel package', 'unknown']","imei_level_2_user_source in [""Fair Launchpool - Season 5"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- MOEW"", ""channel package"", ""unknown""]","symbol_id in [""1000RATSUSDT_UMCBL"", ""AAVEUSDT_UMCBL"", ""ALGOUSDT_UMCBL"", ""APEUSDT_UMCBL"", ""BOMEUSDT_UMCBL"", ""CFXUSDT_UMCBL"", ""COREUSDT_UMCBL"", ""EGLDUSDT_UMCBL"", ""EOSUSDT_UMCBL"", ""FETUSDT_UMCBL"", ""GRTUSDT_UMCBL"", ""IMXUSDT_UMCBL"", ""JASMYUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""LINKUSDT_UMCBL"", ""LPTUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""OCEANUSDT_UMCBL"", ""ONDOUSDT_UMCBL"", ""PORTALUSDT_UMCBL"", ""PYTHUSDT_UMCBL"", ""RNDRUSDT_UMCBL"", ""TNSRUSDT_UMCBL"", ""VETUSDT_UMCBL"", ""WLDUSDT_UMCBL"", ""WOOUSDT_UMCBL""]",37,57,-0.3125
2,1,symbol_id,2||7||16||26||37||39||44||58||71||73||80||81||85||99||117||124||126||128||136||143,==,5,6,,"['1000SATSUSDT_UMCBL', 'ADAUSDT_UMCBL', 'ARBUSDT_UMCBL', 'BCHUSDT_UMCBL', 'COMPUSDT_UMCBL', 'COTIUSDT_UMCBL', 'DOTUSDT_UMCBL', 'FTMUSDT_UMCBL', 'JTOUSDT_UMCBL', 'KASUSDT_UMCBL', 'LSKUSDT_UMCBL', 'LTCUSDT_UMCBL', 'MANTAUSDT_UMCBL', 'PEOPLEUSDT_UMCBL', 'SSVUSDT_UMCBL', 'SUSHIUSDT_UMCBL', 'TIAUSDT_UMCBL', 'TONUSDT_UMCBL', 'WIFUSDT_UMCBL', 'ZETAUSDT_UMCBL']","symbol_id in [""1000SATSUSDT_UMCBL"", ""ADAUSDT_UMCBL"", ""ARBUSDT_UMCBL"", ""BCHUSDT_UMCBL"", ""COMPUSDT_UMCBL"", ""COTIUSDT_UMCBL"", ""DOTUSDT_UMCBL"", ""FTMUSDT_UMCBL"", ""JTOUSDT_UMCBL"", ""KASUSDT_UMCBL"", ""LSKUSDT_UMCBL"", ""LTCUSDT_UMCBL"", ""MANTAUSDT_UMCBL"", ""PEOPLEUSDT_UMCBL"", ""SSVUSDT_UMCBL"", ""SUSHIUSDT_UMCBL"", ""TIAUSDT_UMCBL"", ""TONUSDT_UMCBL"", ""WIFUSDT_UMCBL"", ""ZETAUSDT_UMCBL""]","~(symbol_id in [""1000RATSUSDT_UMCBL"", ""AAVEUSDT_UMCBL"", ""ALGOUSDT_UMCBL"", ""APEUSDT_UMCBL"", ""BOMEUSDT_UMCBL"", ""CFXUSDT_UMCBL"", ""COREUSDT_UMCBL"", ""EGLDUSDT_UMCBL"", ""EOSUSDT_UMCBL"", ""FETUSDT_UMCBL"", ""GRTUSDT_UMCBL"", ""IMXUSDT_UMCBL"", ""JASMYUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""LINKUSDT_UMCBL"", ""LPTUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""OCEANUSDT_UMCBL"", ""ONDOUSDT_UMCBL"", ""PORTALUSDT_UMCBL"", ""PYTHUSDT_UMCBL"", ""RNDRUSDT_UMCBL"", ""TNSRUSDT_UMCBL"", ""VETUSDT_UMCBL"", ""WLDUSDT_UMCBL"", ""WOOUSDT_UMCBL""])",345,261,1.3125
3,0,trade_amt,17.808418950000004,<=,7,8,,,trade_amt <= 17.808418950000004,"symbol_id in [""1000RATSUSDT_UMCBL"", ""AAVEUSDT_UMCBL"", ""ALGOUSDT_UMCBL"", ""APEUSDT_UMCBL"", ""BOMEUSDT_UMCBL"", ""CFXUSDT_UMCBL"", ""COREUSDT_UMCBL"", ""EGLDUSDT_UMCBL"", ""EOSUSDT_UMCBL"", ""FETUSDT_UMCBL"", ""GRTUSDT_UMCBL"", ""IMXUSDT_UMCBL"", ""JASMYUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""LINKUSDT_UMCBL"", ""LPTUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""OCEANUSDT_UMCBL"", ""ONDOUSDT_UMCBL"", ""PORTALUSDT_UMCBL"", ""PYTHUSDT_UMCBL"", ""RNDRUSDT_UMCBL"", ""TNSRUSDT_UMCBL"", ""VETUSDT_UMCBL"", ""WLDUSDT_UMCBL"", ""WOOUSDT_UMCBL""] & imei_level_2_user_source in [""Fair Launchpool - Season 5"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- MOEW"", ""channel package"", ""unknown""]",10,30,-0.3125
4,1,symbol_id,1||72||87||90||137,==,9,10,,"['1000RATSUSDT_UMCBL', 'JUPUSDT_UMCBL', 'MATICUSDT_UMCBL', 'NEARUSDT_UMCBL', 'WLDUSDT_UMCBL']","symbol_id in [""1000RATSUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""WLDUSDT_UMCBL""]","symbol_id in [""1000RATSUSDT_UMCBL"", ""AAVEUSDT_UMCBL"", ""ALGOUSDT_UMCBL"", ""APEUSDT_UMCBL"", ""BOMEUSDT_UMCBL"", ""CFXUSDT_UMCBL"", ""COREUSDT_UMCBL"", ""EGLDUSDT_UMCBL"", ""EOSUSDT_UMCBL"", ""FETUSDT_UMCBL"", ""GRTUSDT_UMCBL"", ""IMXUSDT_UMCBL"", ""JASMYUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""LINKUSDT_UMCBL"", ""LPTUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""OCEANUSDT_UMCBL"", ""ONDOUSDT_UMCBL"", ""PORTALUSDT_UMCBL"", ""PYTHUSDT_UMCBL"", ""RNDRUSDT_UMCBL"", ""TNSRUSDT_UMCBL"", ""VETUSDT_UMCBL"", ""WLDUSDT_UMCBL"", ""WOOUSDT_UMCBL""] & ~(imei_level_2_user_source in [""Fair Launchpool - Season 5"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- MOEW"", ""channel package"", ""unknown""])",27,27,-0.0
5,2,country,0||3||7||11||40||47||49,==,11,12,,"['中国', '俄罗斯联邦', '加蓬', '印度尼西亚', '荷兰', '阿联酋', '香港']","country in [""中国"", ""俄罗斯联邦"", ""加蓬"", ""印度尼西亚"", ""荷兰"", ""阿联酋"", ""香港""]","~(symbol_id in [""1000RATSUSDT_UMCBL"", ""AAVEUSDT_UMCBL"", ""ALGOUSDT_UMCBL"", ""APEUSDT_UMCBL"", ""BOMEUSDT_UMCBL"", ""CFXUSDT_UMCBL"", ""COREUSDT_UMCBL"", ""EGLDUSDT_UMCBL"", ""EOSUSDT_UMCBL"", ""FETUSDT_UMCBL"", ""GRTUSDT_UMCBL"", ""IMXUSDT_UMCBL"", ""JASMYUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""LINKUSDT_UMCBL"", ""LPTUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""OCEANUSDT_UMCBL"", ""ONDOUSDT_UMCBL"", ""PORTALUSDT_UMCBL"", ""PYTHUSDT_UMCBL"", ""RNDRUSDT_UMCBL"", ""TNSRUSDT_UMCBL"", ""VETUSDT_UMCBL"", ""WLDUSDT_UMCBL"", ""WOOUSDT_UMCBL""]) & symbol_id in [""1000SATSUSDT_UMCBL"", ""ADAUSDT_UMCBL"", ""ARBUSDT_UMCBL"", ""BCHUSDT_UMCBL"", ""COMPUSDT_UMCBL"", ""COTIUSDT_UMCBL"", ""DOTUSDT_UMCBL"", ""FTMUSDT_UMCBL"", ""JTOUSDT_UMCBL"", ""KASUSDT_UMCBL"", ""LSKUSDT_UMCBL"", ""LTCUSDT_UMCBL"", ""MANTAUSDT_UMCBL"", ""PEOPLEUSDT_UMCBL"", ""SSVUSDT_UMCBL"", ""SUSHIUSDT_UMCBL"", ""TIAUSDT_UMCBL"", ""TONUSDT_UMCBL"", ""WIFUSDT_UMCBL"", ""ZETAUSDT_UMCBL""]",150,25,1.953125
6,2,country,10||11||19||22||29||31||35||38||47,==,13,14,,"['印度', '印度尼西亚', '尼日利亚', '希腊', '法国', '泰国', '秘鲁', '老挝', '阿联酋']","country in [""印度"", ""印度尼西亚"", ""尼日利亚"", ""希腊"", ""法国"", ""泰国"", ""秘鲁"", ""老挝"", ""阿联酋""]","~(symbol_id in [""1000RATSUSDT_UMCBL"", ""AAVEUSDT_UMCBL"", ""ALGOUSDT_UMCBL"", ""APEUSDT_UMCBL"", ""BOMEUSDT_UMCBL"", ""CFXUSDT_UMCBL"", ""COREUSDT_UMCBL"", ""EGLDUSDT_UMCBL"", ""EOSUSDT_UMCBL"", ""FETUSDT_UMCBL"", ""GRTUSDT_UMCBL"", ""IMXUSDT_UMCBL"", ""JASMYUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""LINKUSDT_UMCBL"", ""LPTUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""OCEANUSDT_UMCBL"", ""ONDOUSDT_UMCBL"", ""PORTALUSDT_UMCBL"", ""PYTHUSDT_UMCBL"", ""RNDRUSDT_UMCBL"", ""TNSRUSDT_UMCBL"", ""VETUSDT_UMCBL"", ""WLDUSDT_UMCBL"", ""WOOUSDT_UMCBL""]) & ~(symbol_id in [""1000SATSUSDT_UMCBL"", ""ADAUSDT_UMCBL"", ""ARBUSDT_UMCBL"", ""BCHUSDT_UMCBL"", ""COMPUSDT_UMCBL"", ""COTIUSDT_UMCBL"", ""DOTUSDT_UMCBL"", ""FTMUSDT_UMCBL"", ""JTOUSDT_UMCBL"", ""KASUSDT_UMCBL"", ""LSKUSDT_UMCBL"", ""LTCUSDT_UMCBL"", ""MANTAUSDT_UMCBL"", ""PEOPLEUSDT_UMCBL"", ""SSVUSDT_UMCBL"", ""SUSHIUSDT_UMCBL"", ""TIAUSDT_UMCBL"", ""TONUSDT_UMCBL"", ""WIFUSDT_UMCBL"", ""ZETAUSDT_UMCBL""])",244,247,-0.046875
7,8,new_future,1.0000000180025095e-35,<=,15,16,,,new_future <= 1.0000000180025095e-35,"symbol_id in [""1000RATSUSDT_UMCBL"", ""AAVEUSDT_UMCBL"", ""ALGOUSDT_UMCBL"", ""APEUSDT_UMCBL"", ""BOMEUSDT_UMCBL"", ""CFXUSDT_UMCBL"", ""COREUSDT_UMCBL"", ""EGLDUSDT_UMCBL"", ""EOSUSDT_UMCBL"", ""FETUSDT_UMCBL"", ""GRTUSDT_UMCBL"", ""IMXUSDT_UMCBL"", ""JASMYUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""LINKUSDT_UMCBL"", ""LPTUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""OCEANUSDT_UMCBL"", ""ONDOUSDT_UMCBL"", ""PORTALUSDT_UMCBL"", ""PYTHUSDT_UMCBL"", ""RNDRUSDT_UMCBL"", ""TNSRUSDT_UMCBL"", ""VETUSDT_UMCBL"", ""WLDUSDT_UMCBL"", ""WOOUSDT_UMCBL""] & imei_level_2_user_source in [""Fair Launchpool - Season 5"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- MOEW"", ""channel package"", ""unknown""] & trade_amt <= 17.808418950000004",3,15,-0.1875
8,0,trade_amt,5877.497,<=,17,18,,,trade_amt <= 5877.497,"symbol_id in [""1000RATSUSDT_UMCBL"", ""AAVEUSDT_UMCBL"", ""ALGOUSDT_UMCBL"", ""APEUSDT_UMCBL"", ""BOMEUSDT_UMCBL"", ""CFXUSDT_UMCBL"", ""COREUSDT_UMCBL"", ""EGLDUSDT_UMCBL"", ""EOSUSDT_UMCBL"", ""FETUSDT_UMCBL"", ""GRTUSDT_UMCBL"", ""IMXUSDT_UMCBL"", ""JASMYUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""LINKUSDT_UMCBL"", ""LPTUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""OCEANUSDT_UMCBL"", ""ONDOUSDT_UMCBL"", ""PORTALUSDT_UMCBL"", ""PYTHUSDT_UMCBL"", ""RNDRUSDT_UMCBL"", ""TNSRUSDT_UMCBL"", ""VETUSDT_UMCBL"", ""WLDUSDT_UMCBL"", ""WOOUSDT_UMCBL""] & imei_level_2_user_source in [""Fair Launchpool - Season 5"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- MOEW"", ""channel package"", ""unknown""] & ~(trade_amt <= 17.808418950000004)",10,28,-0.28125
9,0,trade_amt,366.95082500000007,<=,19,20,,,trade_amt <= 366.95082500000007,"symbol_id in [""1000RATSUSDT_UMCBL"", ""AAVEUSDT_UMCBL"", ""ALGOUSDT_UMCBL"", ""APEUSDT_UMCBL"", ""BOMEUSDT_UMCBL"", ""CFXUSDT_UMCBL"", ""COREUSDT_UMCBL"", ""EGLDUSDT_UMCBL"", ""EOSUSDT_UMCBL"", ""FETUSDT_UMCBL"", ""GRTUSDT_UMCBL"", ""IMXUSDT_UMCBL"", ""JASMYUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""LINKUSDT_UMCBL"", ""LPTUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""OCEANUSDT_UMCBL"", ""ONDOUSDT_UMCBL"", ""PORTALUSDT_UMCBL"", ""PYTHUSDT_UMCBL"", ""RNDRUSDT_UMCBL"", ""TNSRUSDT_UMCBL"", ""VETUSDT_UMCBL"", ""WLDUSDT_UMCBL"", ""WOOUSDT_UMCBL""] & ~(imei_level_2_user_source in [""Fair Launchpool - Season 5"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- MOEW"", ""channel package"", ""unknown""]) & symbol_id in [""1000RATSUSDT_UMCBL"", ""JUPUSDT_UMCBL"", ""MATICUSDT_UMCBL"", ""NEARUSDT_UMCBL"", ""WLDUSDT_UMCBL""]",14,9,0.078125
