node_index,split_feature_indx,split_feature,threshold,decision_type,left_child,right_child,leaf_value,thres_vis,condition,conditions,2024-05-11,2024-05-12,ratio
0,2,os,1,==,1,2,,['chrome'],"os in [""chrome""]",,5545,6149,1.0
1,4,country,119,==,3,4,,['美国'],"country in [""美国""]","os in [""chrome""]",350,1542,1.9735099337748345
2,4,country,4||6||12||19||26||27||30||44||47||49||50||51||59||60||66||69||85||87||92||94||105||109||110||113||115||118||120||133||136||143||148,==,5,6,,"['乌克兰', '乌干达', '伊朗', '利比亚', '卡塔尔', '卢旺达', '印度尼西亚', '埃塞俄比亚', '塞浦路斯', '墨西哥', '多哥', '多米尼加', '尼日尔', '尼泊尔', '巴西', '希腊', '日本', '柬埔寨', '法国', '波兰', '瑞典', '科威特', '科特迪瓦', '立陶宛', '约旦', '罗马尼亚', '老挝', '西班牙', '越南', '阿联酋', '马来西亚']","country in [""乌克兰"", ""乌干达"", ""伊朗"", ""利比亚"", ""卡塔尔"", ""卢旺达"", ""印度尼西亚"", ""埃塞俄比亚"", ""塞浦路斯"", ""墨西哥"", ""多哥"", ""多米尼加"", ""尼日尔"", ""尼泊尔"", ""巴西"", ""希腊"", ""日本"", ""柬埔寨"", ""法国"", ""波兰"", ""瑞典"", ""科威特"", ""科特迪瓦"", ""立陶宛"", ""约旦"", ""罗马尼亚"", ""老挝"", ""西班牙"", ""越南"", ""阿联酋"", ""马来西亚""]","~(os in [""chrome""])",5195,4607,-0.9735099337748344
3.0,,,,,,,0.6052288151110519,,,"os in [""chrome""] & country in [""美国""]",52,1255,1.9917218543046358
4,3,language,8||12||23||38||46,==,9,10,,"['de', 'es_la', 'ja', 'ru', 'uk']","language in [""de"", ""es_la"", ""ja"", ""ru"", ""uk""]","os in [""chrome""] & ~(country in [""美国""])",298,287,-0.018211920529801324
5,19,level_2_user_source,14||15||17||22||23||39||40||57,==,11,12,,"['GetDrop第1期- APU', 'GetDrop第1期- CATGPT', 'GetDrop第1期- FOMO', 'GetDrop第1期- Social Media', 'GetDrop第2期-UXLINK', 'add_mainnet', 'advertising', '第10期 - BWB空投末班车']","level_2_user_source in [""GetDrop第1期- APU"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- FOMO"", ""GetDrop第1期- Social Media"", ""GetDrop第2期-UXLINK"", ""add_mainnet"", ""advertising"", ""第10期 - BWB空投末班车""]","~(os in [""chrome""]) & country in [""乌克兰"", ""乌干达"", ""伊朗"", ""利比亚"", ""卡塔尔"", ""卢旺达"", ""印度尼西亚"", ""埃塞俄比亚"", ""塞浦路斯"", ""墨西哥"", ""多哥"", ""多米尼加"", ""尼日尔"", ""尼泊尔"", ""巴西"", ""希腊"", ""日本"", ""柬埔寨"", ""法国"", ""波兰"", ""瑞典"", ""科威特"", ""科特迪瓦"", ""立陶宛"", ""约旦"", ""罗马尼亚"", ""老挝"", ""西班牙"", ""越南"", ""阿联酋"", ""马来西亚""]",1153,1411,0.4271523178807947
6,10,airdrop_name,3||12||16||19||20,==,13,14,,"['BitgetSwap', 'GetDrop第1期- CATGPT', 'GetDrop第1期- MOEW', 'GetDrop第1期- Social Media', 'GetDrop第2期-UXLINK']","airdrop_name in [""BitgetSwap"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- MOEW"", ""GetDrop第1期- Social Media"", ""GetDrop第2期-UXLINK""]","~(os in [""chrome""]) & ~(country in [""乌克兰"", ""乌干达"", ""伊朗"", ""利比亚"", ""卡塔尔"", ""卢旺达"", ""印度尼西亚"", ""埃塞俄比亚"", ""塞浦路斯"", ""墨西哥"", ""多哥"", ""多米尼加"", ""尼日尔"", ""尼泊尔"", ""巴西"", ""希腊"", ""日本"", ""柬埔寨"", ""法国"", ""波兰"", ""瑞典"", ""科威特"", ""科特迪瓦"", ""立陶宛"", ""约旦"", ""罗马尼亚"", ""老挝"", ""西班牙"", ""越南"", ""阿联酋"", ""马来西亚""])",4042,3196,-1.400662251655629
9.0,,,,,,,0.2556809409132202,,,"os in [""chrome""] & ~(country in [""美国""]) & language in [""de"", ""es_la"", ""ja"", ""ru"", ""uk""]",34,79,0.07450331125827815
10,4,country,71||129||136,==,21,22,,"['意大利', '菲律宾', '越南']","country in [""意大利"", ""菲律宾"", ""越南""]","os in [""chrome""] & ~(country in [""美国""]) & ~(language in [""de"", ""es_la"", ""ja"", ""ru"", ""uk""])",264,208,-0.09271523178807947
11,20,level_3_user_source,80||125||164,==,23,24,,"['apple search ads', 'googleadwords_int', 'suinet']","level_3_user_source in [""apple search ads"", ""googleadwords_int"", ""suinet""]","~(os in [""chrome""]) & country in [""乌克兰"", ""乌干达"", ""伊朗"", ""利比亚"", ""卡塔尔"", ""卢旺达"", ""印度尼西亚"", ""埃塞俄比亚"", ""塞浦路斯"", ""墨西哥"", ""多哥"", ""多米尼加"", ""尼日尔"", ""尼泊尔"", ""巴西"", ""希腊"", ""日本"", ""柬埔寨"", ""法国"", ""波兰"", ""瑞典"", ""科威特"", ""科特迪瓦"", ""立陶宛"", ""约旦"", ""罗马尼亚"", ""老挝"", ""西班牙"", ""越南"", ""阿联酋"", ""马来西亚""] & level_2_user_source in [""GetDrop第1期- APU"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- FOMO"", ""GetDrop第1期- Social Media"", ""GetDrop第2期-UXLINK"", ""add_mainnet"", ""advertising"", ""第10期 - BWB空投末班车""]",244,209,-0.057947019867549666
12,19,level_2_user_source,41||45||47||58,==,25,26,,"['aflink', 'channel package', 'invite_code', '第11期 - BWB积分持有者专属福利']","level_2_user_source in [""aflink"", ""channel package"", ""invite_code"", ""第11期 - BWB积分持有者专属福利""]","~(os in [""chrome""]) & country in [""乌克兰"", ""乌干达"", ""伊朗"", ""利比亚"", ""卡塔尔"", ""卢旺达"", ""印度尼西亚"", ""埃塞俄比亚"", ""塞浦路斯"", ""墨西哥"", ""多哥"", ""多米尼加"", ""尼日尔"", ""尼泊尔"", ""巴西"", ""希腊"", ""日本"", ""柬埔寨"", ""法国"", ""波兰"", ""瑞典"", ""科威特"", ""科特迪瓦"", ""立陶宛"", ""约旦"", ""罗马尼亚"", ""老挝"", ""西班牙"", ""越南"", ""阿联酋"", ""马来西亚""] & ~(level_2_user_source in [""GetDrop第1期- APU"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- FOMO"", ""GetDrop第1期- Social Media"", ""GetDrop第2期-UXLINK"", ""add_mainnet"", ""advertising"", ""第10期 - BWB空投末班车""])",909,1202,0.48509933774834435
13,17,wallet_type,1.0000000180025095e-35,<=,27,28,,,wallet_type <= 1.0000000180025095e-35,"~(os in [""chrome""]) & ~(country in [""乌克兰"", ""乌干达"", ""伊朗"", ""利比亚"", ""卡塔尔"", ""卢旺达"", ""印度尼西亚"", ""埃塞俄比亚"", ""塞浦路斯"", ""墨西哥"", ""多哥"", ""多米尼加"", ""尼日尔"", ""尼泊尔"", ""巴西"", ""希腊"", ""日本"", ""柬埔寨"", ""法国"", ""波兰"", ""瑞典"", ""科威特"", ""科特迪瓦"", ""立陶宛"", ""约旦"", ""罗马尼亚"", ""老挝"", ""西班牙"", ""越南"", ""阿联酋"", ""马来西亚""]) & airdrop_name in [""BitgetSwap"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- MOEW"", ""GetDrop第1期- Social Media"", ""GetDrop第2期-UXLINK""]",327,133,-0.3211920529801324
14,4,country,42||53||71||121||139||142||144||145||150,==,29,30,,"['坦桑尼亚', '委内瑞拉', '意大利', '肯尼亚', '阿尔及利亚', '阿根廷', '韩国', '香港', '马达加斯加']","country in [""坦桑尼亚"", ""委内瑞拉"", ""意大利"", ""肯尼亚"", ""阿尔及利亚"", ""阿根廷"", ""韩国"", ""香港"", ""马达加斯加""]","~(os in [""chrome""]) & ~(country in [""乌克兰"", ""乌干达"", ""伊朗"", ""利比亚"", ""卡塔尔"", ""卢旺达"", ""印度尼西亚"", ""埃塞俄比亚"", ""塞浦路斯"", ""墨西哥"", ""多哥"", ""多米尼加"", ""尼日尔"", ""尼泊尔"", ""巴西"", ""希腊"", ""日本"", ""柬埔寨"", ""法国"", ""波兰"", ""瑞典"", ""科威特"", ""科特迪瓦"", ""立陶宛"", ""约旦"", ""罗马尼亚"", ""老挝"", ""西班牙"", ""越南"", ""阿联酋"", ""马来西亚""]) & ~(airdrop_name in [""BitgetSwap"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- MOEW"", ""GetDrop第1期- Social Media"", ""GetDrop第2期-UXLINK""])",3715,3063,-1.0794701986754967
21,13,amt_usd,0.0014615010000000002,<=,43,44,,,amt_usd <= 0.0014615010000000002,"os in [""chrome""] & ~(country in [""美国""]) & ~(language in [""de"", ""es_la"", ""ja"", ""ru"", ""uk""]) & country in [""意大利"", ""菲律宾"", ""越南""]",44,56,0.019867549668874173
22.0,,,,,,,-0.022602765283827306,,,"os in [""chrome""] & ~(country in [""美国""]) & ~(language in [""de"", ""es_la"", ""ja"", ""ru"", ""uk""]) & ~(country in [""意大利"", ""菲律宾"", ""越南""])",220,152,-0.11258278145695365
