node_index,split_feature_indx,split_feature,threshold,decision_type,left_child,right_child,leaf_value,thres_vis,condition,conditions,2024-05-11,2024-05-12,ratio
0,2,os,1,==,1,2,,['chrome'],"os in [""chrome""]",,5545,6149,1.0
1,6,country_group,4,==,3,4,,['欧美'],"country_group in [""欧美""]","os in [""chrome""]",350,1542,1.9735099337748345
2,4,country,4||6||12||19||26||27||30||44||47||49||50||51||59||60||66||69||85||87||92||94||105||109||110||113||115||118||120||133||136||143||148,==,5,6,,"['乌克兰', '乌干达', '伊朗', '利比亚', '卡塔尔', '卢旺达', '印度尼西亚', '埃塞俄比亚', '塞浦路斯', '墨西哥', '多哥', '多米尼加', '尼日尔', '尼泊尔', '巴西', '希腊', '日本', '柬埔寨', '法国', '波兰', '瑞典', '科威特', '科特迪瓦', '立陶宛', '约旦', '罗马尼亚', '老挝', '西班牙', '越南', '阿联酋', '马来西亚']","country in [""乌克兰"", ""乌干达"", ""伊朗"", ""利比亚"", ""卡塔尔"", ""卢旺达"", ""印度尼西亚"", ""埃塞俄比亚"", ""塞浦路斯"", ""墨西哥"", ""多哥"", ""多米尼加"", ""尼日尔"", ""尼泊尔"", ""巴西"", ""希腊"", ""日本"", ""柬埔寨"", ""法国"", ""波兰"", ""瑞典"", ""科威特"", ""科特迪瓦"", ""立陶宛"", ""约旦"", ""罗马尼亚"", ""老挝"", ""西班牙"", ""越南"", ""阿联酋"", ""马来西亚""]","~(os in [""chrome""])",5195,4607,-0.9735099337748344
3,5,language_group,0,==,7,8,,['main'],"language_group in [""main""]","os in [""chrome""] & country_group in [""欧美""]",62,1285,2.024834437086093
4,3,language,12||15||22||23||38||46,==,9,10,,"['es_la', 'fr', 'it', 'ja', 'ru', 'uk']","language in [""es_la"", ""fr"", ""it"", ""ja"", ""ru"", ""uk""]","os in [""chrome""] & ~(country_group in [""欧美""])",288,257,-0.05132450331125828
5,21,level_2_user_source,14||15||17||22||23||39||40||57,==,11,12,,"['GetDrop第1期- APU', 'GetDrop第1期- CATGPT', 'GetDrop第1期- FOMO', 'GetDrop第1期- Social Media', 'GetDrop第2期-UXLINK', 'add_mainnet', 'advertising', '第10期 - BWB空投末班车']","level_2_user_source in [""GetDrop第1期- APU"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- FOMO"", ""GetDrop第1期- Social Media"", ""GetDrop第2期-UXLINK"", ""add_mainnet"", ""advertising"", ""第10期 - BWB空投末班车""]","~(os in [""chrome""]) & country in [""乌克兰"", ""乌干达"", ""伊朗"", ""利比亚"", ""卡塔尔"", ""卢旺达"", ""印度尼西亚"", ""埃塞俄比亚"", ""塞浦路斯"", ""墨西哥"", ""多哥"", ""多米尼加"", ""尼日尔"", ""尼泊尔"", ""巴西"", ""希腊"", ""日本"", ""柬埔寨"", ""法国"", ""波兰"", ""瑞典"", ""科威特"", ""科特迪瓦"", ""立陶宛"", ""约旦"", ""罗马尼亚"", ""老挝"", ""西班牙"", ""越南"", ""阿联酋"", ""马来西亚""]",1153,1411,0.4271523178807947
6,12,airdrop_name,3||12||16||19||20,==,13,14,,"['BitgetSwap', 'GetDrop第1期- CATGPT', 'GetDrop第1期- MOEW', 'GetDrop第1期- Social Media', 'GetDrop第2期-UXLINK']","airdrop_name in [""BitgetSwap"", ""GetDrop第1期- CATGPT"", ""GetDrop第1期- MOEW"", ""GetDrop第1期- Social Media"", ""GetDrop第2期-UXLINK""]","~(os in [""chrome""]) & ~(country in [""乌克兰"", ""乌干达"", ""伊朗"", ""利比亚"", ""卡塔尔"", ""卢旺达"", ""印度尼西亚"", ""埃塞俄比亚"", ""塞浦路斯"", ""墨西哥"", ""多哥"", ""多米尼加"", ""尼日尔"", ""尼泊尔"", ""巴西"", ""希腊"", ""日本"", ""柬埔寨"", ""法国"", ""波兰"", ""瑞典"", ""科威特"", ""科特迪瓦"", ""立陶宛"", ""约旦"", ""罗马尼亚"", ""老挝"", ""西班牙"", ""越南"", ""阿联酋"", ""马来西亚""])",4042,3196,-1.400662251655629
7.0,,,,,,,0.3651133254714565,,,"os in [""chrome""] & country_group in [""欧美""] & language_group in [""main""]",40,1248,2.0
8.0,,,,,,,0.1632200579424143,,,"os in [""chrome""] & country_group in [""欧美""] & ~(language_group in [""main""])",22,37,0.024834437086092714
9,15,amt_usd,8.049136475350002,<=,19,20,,,amt_usd <= 8.049136475350002,"os in [""chrome""] & ~(country_group in [""欧美""]) & language in [""es_la"", ""fr"", ""it"", ""ja"", ""ru"", ""uk""]",33,67,0.056291390728476824
