node_index,split_feature_indx,split_feature,threshold,decision_type,left_child,right_child,leaf_value,thres_vis,condition,conditions,2024-05-11,2024-05-12,ratio
0,1,chain_pair,71,==,1,2,,['eth-trx'],"chain_pair in [""eth-trx""]",,6714168.419786919,4417793.3560088,1.0
1,9,dt,0,==,3,4,,['2024-05-11'],"dt in [""2024-05-11""]","chain_pair in [""eth-trx""]",1524284.95799,732451.930364,0.3448186840712483
2,1,chain_pair,51||57||108||143||145||146,==,5,6,,"['bnb-trx', 'btc-trx', 'matic-trx', 'trx-bnb', 'trx-eth', 'trx-matic']","chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""]","~(chain_pair in [""eth-trx""])",5189883.461796921,3685341.4256448,0.6551813159287523
3.0,,,,,,,6050.364014154942,,,"chain_pair in [""eth-trx""] & dt in [""2024-05-11""]",1524284.95799,0.0,0.6637787450461881
4.0,,,,,,,4262.8277127509355,,,"chain_pair in [""eth-trx""] & ~(dt in [""2024-05-11""])",0.0,732451.930364,-0.31896006097493973
5,0,coin_pair,6374||6716,==,11,12,,"['usdt-eth', 'usdt-usdt']","coin_pair in [""usdt-eth"", ""usdt-usdt""]","~(chain_pair in [""eth-trx""]) & chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""]",757161.55509471,476459.88496394,0.12223685693091639
6,1,chain_pair,6||13||28||44||50||55||66||70||74||102||107||117,==,13,14,,"['arbitrum-eth', 'arbitrum-trx', 'base-eth', 'bnb-eth', 'bnb-sol', 'btc-eth', 'eth-eth', 'eth-sol', 'ftm-ftm', 'matic-eth', 'matic-sol', 'opbnb-bnb']","chain_pair in [""arbitrum-eth"", ""arbitrum-trx"", ""base-eth"", ""bnb-eth"", ""bnb-sol"", ""btc-eth"", ""eth-eth"", ""eth-sol"", ""ftm-ftm"", ""matic-eth"", ""matic-sol"", ""opbnb-bnb""]","~(chain_pair in [""eth-trx""]) & ~(chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""])",4432721.90670221,3208881.5406808597,0.5329444589978358
11,8,lifecycle_tag,0,==,23,24,,['1-导入'],"lifecycle_tag in [""1-导入""]","~(chain_pair in [""eth-trx""]) & chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""] & coin_pair in [""usdt-eth"", ""usdt-usdt""]",546932.78190654,399686.10259294,0.06412135440599236
12,9,dt,0,==,25,26,,['2024-05-11'],"dt in [""2024-05-11""]","~(chain_pair in [""eth-trx""]) & chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""] & ~(coin_pair in [""usdt-eth"", ""usdt-usdt""])",210228.77318817,76773.78237100001,0.05811550252492408
13,7,imei_level_3_user_source,310||491,==,27,28,,"['blast', 'ftm']","imei_level_3_user_source in [""blast"", ""ftm""]","~(chain_pair in [""eth-trx""]) & ~(chain_pair in [""bnb-trx"", ""btc-trx"", ""matic-trx"", ""trx-bnb"", ""trx-eth"", ""trx-matic""]) & chain_pair in [""arbitrum-eth"", ""arbitrum-trx"", ""base-eth"", ""bnb-eth"", ""bnb-sol"", ""btc-eth"", ""eth-eth"", ""eth-sol"", ""ftm-ftm"", ""matic-eth"", ""matic-sol"", ""opbnb-bnb""]",1710585.08593039,636102.12363337,0.46790394968373467
