node_index,split_feature_indx,split_feature,threshold,decision_type,left_child,right_child,leaf_value,thres_vis,condition,conditions,2024-05-11,2024-05-12,ratio
0,0,coin_pair,664||695||758||773||908||995||1169||1403||1688||1726||1739||1822||1829||1969||2579||2742||2819||2843||3451||3457||3498||3776||3779||4283||4349||5387||6111||6168||6376||6610||7149,==,1,2,,"['bnb-314dao', 'bnb-aybai', 'bnb-bnbx-dragon', 'bnb-brot-a', 'bnb-haoyun', 'bnb-nftx', 'bnb-ysp', 'brot-a-bnb', 'cinu-core', 'come-comeking', 'come-og', 'core-btcc', 'core-cinu', 'core-yyds', 'eth-gif', 'eth-patton', 'eth-shiba', 'eth-spec', 'ixt-matic', 'ixt-usdt', 'jst-usdt', 'masa-eth', 'masa-usdc', 'nohat-sol', 'og-yacht', 'sol-pipi ', 'usdc-spec', 'usdt-314dao', 'usdt-etsr', 'usdt-qube', 'yyds-core']","coin_pair in [""bnb-314dao"", ""bnb-aybai"", ""bnb-bnbx-dragon"", ""bnb-brot-a"", ""bnb-haoyun"", ""bnb-nftx"", ""bnb-ysp"", ""brot-a-bnb"", ""cinu-core"", ""come-comeking"", ""come-og"", ""core-btcc"", ""core-cinu"", ""core-yyds"", ""eth-gif"", ""eth-patton"", ""eth-shiba"", ""eth-spec"", ""ixt-matic"", ""ixt-usdt"", ""jst-usdt"", ""masa-eth"", ""masa-usdc"", ""nohat-sol"", ""og-yacht"", ""sol-pipi "", ""usdc-spec"", ""usdt-314dao"", ""usdt-etsr"", ""usdt-qube"", ""yyds-core""]",,12717,12862,1.0
1,1,chain_pair,66||101||105,==,3,4,,"['eth-eth', 'matic-bnb', 'matic-matic']","chain_pair in [""eth-eth"", ""matic-bnb"", ""matic-matic""]","coin_pair in [""bnb-314dao"", ""bnb-aybai"", ""bnb-bnbx-dragon"", ""bnb-brot-a"", ""bnb-haoyun"", ""bnb-nftx"", ""bnb-ysp"", ""brot-a-bnb"", ""cinu-core"", ""come-comeking"", ""come-og"", ""core-btcc"", ""core-cinu"", ""core-yyds"", ""eth-gif"", ""eth-patton"", ""eth-shiba"", ""eth-spec"", ""ixt-matic"", ""ixt-usdt"", ""jst-usdt"", ""masa-eth"", ""masa-usdc"", ""nohat-sol"", ""og-yacht"", ""sol-pipi "", ""usdc-spec"", ""usdt-314dao"", ""usdt-etsr"", ""usdt-qube"", ""yyds-core""]",183,1639,10.041379310344828
2,0,coin_pair,145||590||803||853||933||994||1128||1133||1616||1813||1875||1884||1887||1893||1917||1920||1945||1956||2348||2511||2791||3056||3062||3572||4184||5476||5735||5864||6034||6299||6313||7025,==,5,6,,"['airdrop-eth', 'bibi-core', 'bnb-cc   ', 'bnb-enigmo', 'bnb-kim', 'bnb-nextk', 'bnb-ttz', 'bnb-ubc', 'cc   -usdt', 'core-bibi', 'core-hobo', 'core-kome', 'core-lfg', 'core-mew', 'core-pmm', 'core-pomp', 'core-street', 'core-wen', 'eth-aidoge', 'eth-degen', 'eth-riky', 'fomo-eth', 'fomo-usdc', 'kome-core', 'msq-usdt', 'sol-trumpwif', 'tkd-bnb', 'ubc-usdt', 'usdc-fomo', 'usdt-cc   ', 'usdt-clst', 'wmatic-matic']","coin_pair in [""airdrop-eth"", ""bibi-core"", ""bnb-cc   "", ""bnb-enigmo"", ""bnb-kim"", ""bnb-nextk"", ""bnb-ttz"", ""bnb-ubc"", ""cc   -usdt"", ""core-bibi"", ""core-hobo"", ""core-kome"", ""core-lfg"", ""core-mew"", ""core-pmm"", ""core-pomp"", ""core-street"", ""core-wen"", ""eth-aidoge"", ""eth-degen"", ""eth-riky"", ""fomo-eth"", ""fomo-usdc"", ""kome-core"", ""msq-usdt"", ""sol-trumpwif"", ""tkd-bnb"", ""ubc-usdt"", ""usdc-fomo"", ""usdt-cc   "", ""usdt-clst"", ""wmatic-matic""]","~(coin_pair in [""bnb-314dao"", ""bnb-aybai"", ""bnb-bnbx-dragon"", ""bnb-brot-a"", ""bnb-haoyun"", ""bnb-nftx"", ""bnb-ysp"", ""brot-a-bnb"", ""cinu-core"", ""come-comeking"", ""come-og"", ""core-btcc"", ""core-cinu"", ""core-yyds"", ""eth-gif"", ""eth-patton"", ""eth-shiba"", ""eth-spec"", ""ixt-matic"", ""ixt-usdt"", ""jst-usdt"", ""masa-eth"", ""masa-usdc"", ""nohat-sol"", ""og-yacht"", ""sol-pipi "", ""usdc-spec"", ""usdt-314dao"", ""usdt-etsr"", ""usdt-qube"", ""yyds-core""])",12603,11687,-6.317241379310345
3,10,create_hour,2.5000000000000004,<=,7,8,,,create_hour <= 2.5000000000000004,"coin_pair in [""bnb-314dao"", ""bnb-aybai"", ""bnb-bnbx-dragon"", ""bnb-brot-a"", ""bnb-haoyun"", ""bnb-nftx"", ""bnb-ysp"", ""brot-a-bnb"", ""cinu-core"", ""come-comeking"", ""come-og"", ""core-btcc"", ""core-cinu"", ""core-yyds"", ""eth-gif"", ""eth-patton"", ""eth-shiba"", ""eth-spec"", ""ixt-matic"", ""ixt-usdt"", ""jst-usdt"", ""masa-eth"", ""masa-usdc"", ""nohat-sol"", ""og-yacht"", ""sol-pipi "", ""usdc-spec"", ""usdt-314dao"", ""usdt-etsr"", ""usdt-qube"", ""yyds-core""] & chain_pair in [""eth-eth"", ""matic-bnb"", ""matic-matic""]",105,251,1.006896551724138
4,10,create_hour,2.5000000000000004,<=,9,10,,,create_hour <= 2.5000000000000004,"coin_pair in [""bnb-314dao"", ""bnb-aybai"", ""bnb-bnbx-dragon"", ""bnb-brot-a"", ""bnb-haoyun"", ""bnb-nftx"", ""bnb-ysp"", ""brot-a-bnb"", ""cinu-core"", ""come-comeking"", ""come-og"", ""core-btcc"", ""core-cinu"", ""core-yyds"", ""eth-gif"", ""eth-patton"", ""eth-shiba"", ""eth-spec"", ""ixt-matic"", ""ixt-usdt"", ""jst-usdt"", ""masa-eth"", ""masa-usdc"", ""nohat-sol"", ""og-yacht"", ""sol-pipi "", ""usdc-spec"", ""usdt-314dao"", ""usdt-etsr"", ""usdt-qube"", ""yyds-core""] & ~(chain_pair in [""eth-eth"", ""matic-bnb"", ""matic-matic""])",78,1392,9.062068965517241
5,10,create_hour,10.500000000000002,<=,11,12,,,create_hour <= 10.500000000000002,"~(coin_pair in [""bnb-314dao"", ""bnb-aybai"", ""bnb-bnbx-dragon"", ""bnb-brot-a"", ""bnb-haoyun"", ""bnb-nftx"", ""bnb-ysp"", ""brot-a-bnb"", ""cinu-core"", ""come-comeking"", ""come-og"", ""core-btcc"", ""core-cinu"", ""core-yyds"", ""eth-gif"", ""eth-patton"", ""eth-shiba"", ""eth-spec"", ""ixt-matic"", ""ixt-usdt"", ""jst-usdt"", ""masa-eth"", ""masa-usdc"", ""nohat-sol"", ""og-yacht"", ""sol-pipi "", ""usdc-spec"", ""usdt-314dao"", ""usdt-etsr"", ""usdt-qube"", ""yyds-core""]) & coin_pair in [""airdrop-eth"", ""bibi-core"", ""bnb-cc   "", ""bnb-enigmo"", ""bnb-kim"", ""bnb-nextk"", ""bnb-ttz"", ""bnb-ubc"", ""cc   -usdt"", ""core-bibi"", ""core-hobo"", ""core-kome"", ""core-lfg"", ""core-mew"", ""core-pmm"", ""core-pomp"", ""core-street"", ""core-wen"", ""eth-aidoge"", ""eth-degen"", ""eth-riky"", ""fomo-eth"", ""fomo-usdc"", ""kome-core"", ""msq-usdt"", ""sol-trumpwif"", ""tkd-bnb"", ""ubc-usdt"", ""usdc-fomo"", ""usdt-cc   "", ""usdt-clst"", ""wmatic-matic""]",1424,570,-5.889655172413793
6,0,coin_pair,59||61||441||857||917||1065||1882||1927||2435||2567||2620||2928||3202||3320||3542||3863||3869||3877||4553||4554||4718||5560||5669||6123||6340||6731||6761,==,13,14,,"['314dao-bnb', '314dao-usdt', 'babyrwa-bnb', 'bnb-etsr', 'bnb-hodl', 'bnb-rtn', 'core-king of memes', 'core-pumpx', 'eth-boomer', 'eth-frens', 'eth-jelli', 'eth-xai', 'gif-eth', 'haf-sol', 'king of memes-core', 'matic-ixt', 'matic-lotto ticket', 'matic-mfc', 'pipi -sol', 'pipi -usdt', 'pumpx-core', 'spec-usdc', 'tardi-eth', 'usdc-usdbc', 'usdt-dbanki', 'usdt-wbtc', 'usdt-ysp']","coin_pair in [""314dao-bnb"", ""314dao-usdt"", ""babyrwa-bnb"", ""bnb-etsr"", ""bnb-hodl"", ""bnb-rtn"", ""core-king of memes"", ""core-pumpx"", ""eth-boomer"", ""eth-frens"", ""eth-jelli"", ""eth-xai"", ""gif-eth"", ""haf-sol"", ""king of memes-core"", ""matic-ixt"", ""matic-lotto ticket"", ""matic-mfc"", ""pipi -sol"", ""pipi -usdt"", ""pumpx-core"", ""spec-usdc"", ""tardi-eth"", ""usdc-usdbc"", ""usdt-dbanki"", ""usdt-wbtc"", ""usdt-ysp""]","~(coin_pair in [""bnb-314dao"", ""bnb-aybai"", ""bnb-bnbx-dragon"", ""bnb-brot-a"", ""bnb-haoyun"", ""bnb-nftx"", ""bnb-ysp"", ""brot-a-bnb"", ""cinu-core"", ""come-comeking"", ""come-og"", ""core-btcc"", ""core-cinu"", ""core-yyds"", ""eth-gif"", ""eth-patton"", ""eth-shiba"", ""eth-spec"", ""ixt-matic"", ""ixt-usdt"", ""jst-usdt"", ""masa-eth"", ""masa-usdc"", ""nohat-sol"", ""og-yacht"", ""sol-pipi "", ""usdc-spec"", ""usdt-314dao"", ""usdt-etsr"", ""usdt-qube"", ""yyds-core""]) & ~(coin_pair in [""airdrop-eth"", ""bibi-core"", ""bnb-cc   "", ""bnb-enigmo"", ""bnb-kim"", ""bnb-nextk"", ""bnb-ttz"", ""bnb-ubc"", ""cc   -usdt"", ""core-bibi"", ""core-hobo"", ""core-kome"", ""core-lfg"", ""core-mew"", ""core-pmm"", ""core-pomp"", ""core-street"", ""core-wen"", ""eth-aidoge"", ""eth-degen"", ""eth-riky"", ""fomo-eth"", ""fomo-usdc"", ""kome-core"", ""msq-usdt"", ""sol-trumpwif"", ""tkd-bnb"", ""ubc-usdt"", ""usdc-fomo"", ""usdt-cc   "", ""usdt-clst"", ""wmatic-matic""])",12016,11502,-3.5448275862068965
7.0,,,,,,,-0.05568302879494176,,,"coin_pair in [""bnb-314dao"", ""bnb-aybai"", ""bnb-bnbx-dragon"", ""bnb-brot-a"", ""bnb-haoyun"", ""bnb-nftx"", ""bnb-ysp"", ""brot-a-bnb"", ""cinu-core"", ""come-comeking"", ""come-og"", ""core-btcc"", ""core-cinu"", ""core-yyds"", ""eth-gif"", ""eth-patton"", ""eth-shiba"", ""eth-spec"", ""ixt-matic"", ""ixt-usdt"", ""jst-usdt"", ""masa-eth"", ""masa-usdc"", ""nohat-sol"", ""og-yacht"", ""sol-pipi "", ""usdc-spec"", ""usdt-314dao"", ""usdt-etsr"", ""usdt-qube"", ""yyds-core""] & chain_pair in [""eth-eth"", ""matic-bnb"", ""matic-matic""] & create_hour <= 2.5000000000000004",13,8,-0.034482758620689655
8,10,create_hour,21.500000000000004,<=,17,18,,,create_hour <= 21.500000000000004,"coin_pair in [""bnb-314dao"", ""bnb-aybai"", ""bnb-bnbx-dragon"", ""bnb-brot-a"", ""bnb-haoyun"", ""bnb-nftx"", ""bnb-ysp"", ""brot-a-bnb"", ""cinu-core"", ""come-comeking"", ""come-og"", ""core-btcc"", ""core-cinu"", ""core-yyds"", ""eth-gif"", ""eth-patton"", ""eth-shiba"", ""eth-spec"", ""ixt-matic"", ""ixt-usdt"", ""jst-usdt"", ""masa-eth"", ""masa-usdc"", ""nohat-sol"", ""og-yacht"", ""sol-pipi "", ""usdc-spec"", ""usdt-314dao"", ""usdt-etsr"", ""usdt-qube"", ""yyds-core""] & chain_pair in [""eth-eth"", ""matic-bnb"", ""matic-matic""] & ~(create_hour <= 2.5000000000000004)",93,246,1.0551724137931036
9.0,,,,,,,0.08812896433380345,,,"coin_pair in [""bnb-314dao"", ""bnb-aybai"", ""bnb-bnbx-dragon"", ""bnb-brot-a"", ""bnb-haoyun"", ""bnb-nftx"", ""bnb-ysp"", ""brot-a-bnb"", ""cinu-core"", ""come-comeking"", ""come-og"", ""core-btcc"", ""core-cinu"", ""core-yyds"", ""eth-gif"", ""eth-patton"", ""eth-shiba"", ""eth-spec"", ""ixt-matic"", ""ixt-usdt"", ""jst-usdt"", ""masa-eth"", ""masa-usdc"", ""nohat-sol"", ""og-yacht"", ""sol-pipi "", ""usdc-spec"", ""usdt-314dao"", ""usdt-etsr"", ""usdt-qube"", ""yyds-core""] & ~(chain_pair in [""eth-eth"", ""matic-bnb"", ""matic-matic""]) & create_hour <= 2.5000000000000004",11,27,0.1103448275862069
