node_index,split_feature_indx,split_feature,threshold,decision_type,left_child,right_child,leaf_value,thres_vis,condition,conditions,2024-05-12,2024-05-13,ratio
0,1,chain_pair,47||69||140,==,1,2,,"['bnb-trx', 'eth-trx', 'trx-eth']","chain_pair in [""bnb-trx"", ""eth-trx"", ""trx-eth""]",,4417793.356008801,5372699.42901613,1.0
1,3,country,87||94||147,==,3,4,,"['柬埔寨', '法国', '香港']","country in [""柬埔寨"", ""法国"", ""香港""]","chain_pair in [""bnb-trx"", ""eth-trx"", ""trx-eth""]",1038516.2215599401,1248107.2120480603,0.21948859308020277
2,0,coin_pair,71||659||660||1038||1276||1461||1869||2344||2562||2701||2821||3150||3184||3365||3496||4296||5087||5141||5316||5595||5880||6000||6071||6084||6120||6203||6210||6314||6346||6484,==,5,6,,"['314dao-usdt', 'bnb-bnbx', 'bnb-bnbx-dragon', 'bnbx-bnb', 'btc-usdt', 'cc   -usdt', 'dai-lgns', 'eth-elon', 'eth-pepecoin', 'eth-usdt', 'fists-usdt', 'help-sky', 'hodl-bnb', 'kitty-sol', 'los-sol', 'pepecoin-usdt', 'sol-miki', 'sol-pixi', 'spec-usdc', 'trx-usdt', 'usdc-spec', 'usdt-babylong', 'usdt-cake', 'usdt-cc   ', 'usdt-dai', 'usdt-gummy', 'usdt-hb', 'usdt-nohat', 'usdt-pepecoin', 'usdt-usdt']","coin_pair in [""314dao-usdt"", ""bnb-bnbx"", ""bnb-bnbx-dragon"", ""bnbx-bnb"", ""btc-usdt"", ""cc   -usdt"", ""dai-lgns"", ""eth-elon"", ""eth-pepecoin"", ""eth-usdt"", ""fists-usdt"", ""help-sky"", ""hodl-bnb"", ""kitty-sol"", ""los-sol"", ""pepecoin-usdt"", ""sol-miki"", ""sol-pixi"", ""spec-usdc"", ""trx-usdt"", ""usdc-spec"", ""usdt-babylong"", ""usdt-cake"", ""usdt-cc   "", ""usdt-dai"", ""usdt-gummy"", ""usdt-hb"", ""usdt-nohat"", ""usdt-pepecoin"", ""usdt-usdt""]","~(chain_pair in [""bnb-trx"", ""eth-trx"", ""trx-eth""])",3379277.13444886,4124592.2169680703,0.7805114069197985
3,9,dt,1,==,7,8,,['2024-05-13'],"dt in [""2024-05-13""]","chain_pair in [""bnb-trx"", ""eth-trx"", ""trx-eth""] & country in [""柬埔寨"", ""法国"", ""香港""]",900377.5791299099,600658.0710781601,-0.3138732871473206
4,9,dt,1,==,9,10,,['2024-05-13'],"dt in [""2024-05-13""]","chain_pair in [""bnb-trx"", ""eth-trx"", ""trx-eth""] & ~(country in [""柬埔寨"", ""法国"", ""香港""])",138138.64243002998,647449.1409699001,0.5333618802275236
5,1,chain_pair,63||138,==,11,12,,"['eth-eth', 'trx-bnb']","chain_pair in [""eth-eth"", ""trx-bnb""]","~(chain_pair in [""bnb-trx"", ""eth-trx"", ""trx-eth""]) & coin_pair in [""314dao-usdt"", ""bnb-bnbx"", ""bnb-bnbx-dragon"", ""bnbx-bnb"", ""btc-usdt"", ""cc   -usdt"", ""dai-lgns"", ""eth-elon"", ""eth-pepecoin"", ""eth-usdt"", ""fists-usdt"", ""help-sky"", ""hodl-bnb"", ""kitty-sol"", ""los-sol"", ""pepecoin-usdt"", ""sol-miki"", ""sol-pixi"", ""spec-usdc"", ""trx-usdt"", ""usdc-spec"", ""usdt-babylong"", ""usdt-cake"", ""usdt-cc   "", ""usdt-dai"", ""usdt-gummy"", ""usdt-hb"", ""usdt-nohat"", ""usdt-pepecoin"", ""usdt-usdt""]",696942.29521749,1023659.4030192699,0.3421458057888717
6,11,identity,1353||1709||1832||2328||2363||3107||3318||3439||3884||4184||4299||4967||6299||6463||6708||7064||7644||8946||10011||11186||11355||13697||14168||17715||18342||18709||20741||21064||21342,==,13,14,,"['0f579d259c5ea032e763d4baacbec84a', '139d6fb75eba5da05076806cb61bfc50', '153d88e1e62db037c915ec6e0083ee70', '1ab41ce34d44b81a4f5b6ff4c9934390', '1b137c51d523cbc15bf9d4e99b0df1ae', '22e035f0a413a21b62abf7ab0b7874e7', '25063b876622ace70c2d9b1c1cc50ecb', '2673e22af9c92fe12dcf77713c55aeba', '2b6ef8434b2867c6309fcc7cf08a3138', '2ecadf7bb6f6ad5ebbb0c951e96d1c99', '301374db0ef4dfc61693cc21855c9748', '37c837a3d7fc427fdab5409d8e2ff121', '46fdc0ab30c9c28fc4803480bde61945', '48d4c50a6c80be3e224bf8ea6909c679', '4bb37920f3c7526f331f9f456ce9bd2d', '4fe8ed03439b449c9c44c2983083e2da', '565c79748e0acf561c641d5947d55cec', '651d82908d8714a18437a9523b950c1a', '71f0b3a151e63b57f94b58373069632c', '7ed3f312cc5de03a7662344638eecfd3', '80d4f3d972d6da8f6948017b9026f705', '9b3a21c112916dbb8a3b7a8880ca2731', 'a072f088ba10bebd246cb1f37be100c7', 'c81d13a8647be255d6fa8603c286b8f3', 'cf1e28ac59053763633d4d2d8705860e', 'd34a044b298b280e5262b9377424389e', 'eb84526406e829aa608b7c7f84a98ae6', 'ef197950bbd70a8aeec9e468778caf1f', 'f247a8ba3327f0ab86b03118972d6d6b']","identity in [""0f579d259c5ea032e763d4baacbec84a"", ""139d6fb75eba5da05076806cb61bfc50"", ""153d88e1e62db037c915ec6e0083ee70"", ""1ab41ce34d44b81a4f5b6ff4c9934390"", ""1b137c51d523cbc15bf9d4e99b0df1ae"", ""22e035f0a413a21b62abf7ab0b7874e7"", ""25063b876622ace70c2d9b1c1cc50ecb"", ""2673e22af9c92fe12dcf77713c55aeba"", ""2b6ef8434b2867c6309fcc7cf08a3138"", ""2ecadf7bb6f6ad5ebbb0c951e96d1c99"", ""301374db0ef4dfc61693cc21855c9748"", ""37c837a3d7fc427fdab5409d8e2ff121"", ""46fdc0ab30c9c28fc4803480bde61945"", ""48d4c50a6c80be3e224bf8ea6909c679"", ""4bb37920f3c7526f331f9f456ce9bd2d"", ""4fe8ed03439b449c9c44c2983083e2da"", ""565c79748e0acf561c641d5947d55cec"", ""651d82908d8714a18437a9523b950c1a"", ""71f0b3a151e63b57f94b58373069632c"", ""7ed3f312cc5de03a7662344638eecfd3"", ""80d4f3d972d6da8f6948017b9026f705"", ""9b3a21c112916dbb8a3b7a8880ca2731"", ""a072f088ba10bebd246cb1f37be100c7"", ""c81d13a8647be255d6fa8603c286b8f3"", ""cf1e28ac59053763633d4d2d8705860e"", ""d34a044b298b280e5262b9377424389e"", ""eb84526406e829aa608b7c7f84a98ae6"", ""ef197950bbd70a8aeec9e468778caf1f"", ""f247a8ba3327f0ab86b03118972d6d6b""]","~(chain_pair in [""bnb-trx"", ""eth-trx"", ""trx-eth""]) & ~(coin_pair in [""314dao-usdt"", ""bnb-bnbx"", ""bnb-bnbx-dragon"", ""bnbx-bnb"", ""btc-usdt"", ""cc   -usdt"", ""dai-lgns"", ""eth-elon"", ""eth-pepecoin"", ""eth-usdt"", ""fists-usdt"", ""help-sky"", ""hodl-bnb"", ""kitty-sol"", ""los-sol"", ""pepecoin-usdt"", ""sol-miki"", ""sol-pixi"", ""spec-usdc"", ""trx-usdt"", ""usdc-spec"", ""usdt-babylong"", ""usdt-cake"", ""usdt-cc   "", ""usdt-dai"", ""usdt-gummy"", ""usdt-hb"", ""usdt-nohat"", ""usdt-pepecoin"", ""usdt-usdt""])",2682334.83923137,3100932.8139488,0.438365601130926
7.0,,,,,,,2954.1882678162406,,,"chain_pair in [""bnb-trx"", ""eth-trx"", ""trx-eth""] & country in [""柬埔寨"", ""法国"", ""香港""] & dt in [""2024-05-13""]",0.0,600658.0710781601,0.6290231972098367
8,10,new_swap,1,==,17,18,,['old'],"new_swap in [""old""]","chain_pair in [""bnb-trx"", ""eth-trx"", ""trx-eth""] & country in [""柬埔寨"", ""法国"", ""香港""] & ~(dt in [""2024-05-13""])",900377.5791299099,0.0,-0.9428964843571573
9.0,,,,,,,1851.4641880738402,,,"chain_pair in [""bnb-trx"", ""eth-trx"", ""trx-eth""] & ~(country in [""柬埔寨"", ""法国"", ""香港""]) & dt in [""2024-05-13""]",0.0,647449.1409699001,0.6780239012731994
