node_index,split_feature_indx,split_feature,threshold,decision_type,left_child,right_child,leaf_value,thres_vis,condition,conditions,2024-05-12,2024-05-13,ratio
0,9,user_id,117||146||160,==,1,2,,"['bg2489089686', 'bg2945274666', 'bg3044407314']","user_id in [""bg2489089686"", ""bg2945274666"", ""bg3044407314""]",,20084696.97035234,11417816.74938334,1.0
1,1,country,35,==,3,4,,['缅甸'],"country in [""缅甸""]","user_id in [""bg2489089686"", ""bg2945274666"", ""bg3044407314""]",15814534.7751,5675678.9396,1.1698391551517744
2,9,user_id,40||191||220||341||394||395,==,5,6,,"['bg1556357315', 'bg3545269940', 'bg4047154929', 'bg5952624426', 'bg6597287058', 'bg6609924508']","user_id in [""bg1556357315"", ""bg3545269940"", ""bg4047154929"", ""bg5952624426"", ""bg6597287058"", ""bg6609924508""]","~(user_id in [""bg2489089686"", ""bg2945274666"", ""bg3044407314""])",4270162.19525234,5742137.80978334,-0.16983915515177453
3,8,dt,1,==,7,8,,['2024-05-13'],"dt in [""2024-05-13""]","user_id in [""bg2489089686"", ""bg2945274666"", ""bg3044407314""] & country in [""缅甸""]",7137731.167199999,5675678.9396,0.16869417718069424
4.0,,,,,,,18333.470161896978,,,"user_id in [""bg2489089686"", ""bg2945274666"", ""bg3044407314""] & ~(country in [""缅甸""])",8676803.6079,0.0,1.00114497797108
5,8,dt,1,==,11,12,,['2024-05-13'],"dt in [""2024-05-13""]","~(user_id in [""bg2489089686"", ""bg2945274666"", ""bg3044407314""]) & user_id in [""bg1556357315"", ""bg3545269940"", ""bg4047154929"", ""bg5952624426"", ""bg6597287058"", ""bg6609924508""]",390682.10490000003,1714098.32355,-0.1526981087667594
6,0,symbol_id,49||77,==,13,14,,"['ETHUSDT_UMCBL', 'LINKUSDT_UMCBL']","symbol_id in [""ETHUSDT_UMCBL"", ""LINKUSDT_UMCBL""]","~(user_id in [""bg2489089686"", ""bg2945274666"", ""bg3044407314""]) & ~(user_id in [""bg1556357315"", ""bg3545269940"", ""bg4047154929"", ""bg5952624426"", ""bg6597287058"", ""bg6609924508""])",3879480.09035234,4028039.4862333396,-0.017141046385015093
7.0,,,,,,,31308.40078076248,,,"user_id in [""bg2489089686"", ""bg2945274666"", ""bg3044407314""] & country in [""缅甸""] & dt in [""2024-05-13""]",0.0,5675678.9396,-0.6548698949211312
8.0,,,,,,,37532.233213997904,,,"user_id in [""bg2489089686"", ""bg2945274666"", ""bg3044407314""] & country in [""缅甸""] & ~(dt in [""2024-05-13""])",7137731.167199999,0.0,0.8235640721018255
11.0,,,,,,,8503.09832102263,,,"~(user_id in [""bg2489089686"", ""bg2945274666"", ""bg3044407314""]) & user_id in [""bg1556357315"", ""bg3545269940"", ""bg4047154929"", ""bg5952624426"", ""bg6597287058"", ""bg6609924508""] & dt in [""2024-05-13""]",0.0,1714098.32355,-0.19777570242667497
